Name,Barcode,BaseUnit,Price_Amount,GroupCode,Unnamed: 5,Unnamed: 6,Unnamed: 7,is_valid_barcode
SEGGIANO CHOCOLATE PANFORTE ,5033742000231,,9.99, GENERAL,,,,True
SEGGIANO CHOCOLATE PANFORTE ,5033742000217,,4.99, GENERAL,,,,True
BONCI PANBRIACONE,8033020670078,,19.99, GENERAL,,,,True
SEGGIANO VAN SANTO PANETTONE,5033742002211,,7.99, GENERAL,,,,True
PUKKA FRESH START,5060519146090,,4.99,TEA & COFFEE,,,,True
PUKKA MOTHERKIND BABY,5060229015075,,3.49,TEA & COFFEE,,,,True
PUKKA MOTHERKIND PREGNANCY,5060229015068,,3.49,TEA & COFFEE,,,,True
PUKKA VANILLA CHAI,850835000726,,4.99,COFFEE & TEA,,,,True
PUKKA LOVE,850835000115,,4.99,TEA & COFFEE,,,,True
PUKKA CLEANSE,850835000498,,3.49,COFFEE & TEA,,,,True
PUKKA GREEN COLLECTION,5060229015044,,3.49,COFFEE & TEA,,,,True
PUKKA MINT FRESH,5060229014832,,4.99,COFFEE & TEA,,,,True
PUKKA SUPREME MATCHA GREEN,5060229012005,,4.99,COFFEE & TEA,,,,True
PUKKA WONDER BERRY GREEN,5060229017680,,3.49,COFFEE & TEA,,,,True
PUKKA ORIGINAL CHAI,850835000719,,4.99,TEA & COFFEE,,,,True
PUKKA REVITALISE,850835000016,,4.99,COFFEE & TEA,,,,True
PUKKA BLACKCURRANT BEAUTY,5060229011077,,4.99,COFFEE & TEA,,,,True
PUKKA RELAX,850835000030,,4.99,COFFEE & TEA,,,,True
PUKKA NIGHT TIME BERRY,5060519146229,,5.79,COFFEE & TEA,,,,True
PUKKA DAY TO NIGHT COLLECTION,5060519143730,,4.99,COFFEE & TEA,,,,True
PUKKA PEACE,5060519145468,,4.99,COFFEE & TEA,,,,True
PUKKA LICORICE&CINNAMON,5065000523930,,4.99,COFFEE & TEA,,,,True
PUKKA GINSENG MATCHA GREEN,5060229014528,,4.99,COFFEE & TEA,,,,True
PUKKA CLEAN MATCHA GREEN,5060229014436,,4.99,COFFEE & TEA,,,,True
PUKKA JOY,5060519146144,,4.99,COFFEE & TEA,,,,True
PUKKA WILD APPLE&CINNAMON,5060229011046,,4.99,COFFEE & TEA,,,,True
YOGI POSITIVE ENERGY,4012824402218,,2.99,COFFEE & TEA,,,,True
SEGGIANO ARABBIATA CHILLI PASTA SOUCE,5033742002280,,3.69, GENERAL,,,,True
SEGGIANO MELANZANE AUBERGINE,5033742002525,,3.69, GENERAL,,,,True
BIONA COCONUT WHIPPING CREAM,5032722317451,,2.99, GENERAL,,,,True
BLUE DRAGON CHINESE CURRY,5010338206130,,1.99, GENERAL,,,,True
BIONA SWEET SOY,5032722317055,,2.99, GENERAL,,,,True
MERIDIAN KORMA SAUCE,5014213711702,,3.29, GENERAL,,,,True
CLEARSPRING TOASTED NORI STRIPS,5021554970026,,2.99, GENERAL,,,,True
CLEARSPRING NORI,5021554001065,,3.99, GENERAL,,,,True
BIONA TAMARI SOYA SOUCE,5032722316263,,3.89, GENERAL,,,,True
YUKATA SUSHI ROLL KIT,5014276700040,,4.59, GENERAL,,,,True
KIKKOMAN SOYSAUCE ,8715035110809,,8.99, GENERAL,,,,True
F&E MILD CURRY PASTE,5015285811536,,3.99, GENERAL,,,,True
NF ORGANIC MIXED LEAVES,5016143006583,,3.49, GENERAL,,,,True
NF ORGANIC ROCKET,5016143006552,,2.99, GENERAL,,,,True
SUMA CRANBERRIES,5017601024880,,2.49, GENERAL,,,,True
SUMA REDSKIN PEANUTS,5017601020349,,1.99, GENERAL,,,,True
THAI TASTE VEGEN FISH SOUCE,5055036901697,,3.49, GENERAL,,,,True
BOOJA TOFFEE STRUDEL,5060002042717,,3.99, GENERAL,,,,True
PUREARTH KEFIR HIBISCUS &LIME,5060462290956,,2.99, GENERAL,,,,True
PUREARTH KEFIR GRAPEFRUIT,5060462291410,,2.99, GENERAL,,,,True
DOVESFARM G-FREE WHITE BREAD FLOUR,5011766010146,,3.99, GENERAL,,,,True
BEAR RASPBERRY,5060139430265,,0.99, GENERAL,,,,True
BEAR STRAWBERRY & APPLE,5060139431194,,0.9, GENERAL,,,,True
BEAR RASPBERRY & BLUEBERRY,5060139431507,,0.9, GENERAL,,,,True
MARIGOLD SWISS VEG BOUILLON LESS SALT,5016084000121,,8.49, GENERAL,,,,True
MARIGOLD SWISS VEG BOUILLON POWDER ,160848111785,,7.99, GENERAL,,,,True
MARIGOLD INSTANT GRAVY GRANULES,5016084000060,,2.49, GENERAL,,,,True
MARIGOLD ENGEVITA IRON&VIT D,5016084000299,,4.49, GENERAL,,,,True
KALLO ORGANIC BEEF CUBES,5013665103530,,2.19, GENERAL,,,,True
MARI GOLD POMEGRANATE MOLASSES,5016084000305,,4.99, GENERAL,,,,True
SUNITA LIME JUICE,5018076101175,,2.49, GENERAL,,,,True
COCONUT MERCHANT COCONUT BUTTER,779140007490,,2.49, GENERAL,,,,True
COCONUT MERCHANT COCONUT MILK POWDER,5060468010152,,5.49, GENERAL,,,,True
BAY'S KITCHEN VEGETABLE GRAVY,5060524150235,,3.99, GENERAL,,,,True
BAY'S KITCHEN BEEF GRAVY,5060524150211,,3.99, GENERAL,,,,True
BAY'S KITCHEN CHICKEN GRAVY,5060524150228,,3.99, GENERAL,,,,True
BAY'S KITCHEN CHICKEN STOCK,5060524150259,,3.79, GENERAL,,,,True
BAY'S KITCHEN BEEF STOCK,5060524150242,,4.49, GENERAL,,,,True
VECON VEGETABLE STOCK,5014284003003,,3.99, GENERAL,,,,True
CLEARSPRING JAPANESE HIJIKI,5021554001485,,8.49, GENERAL,,,,True
CLEARSPRING JAPANESE ARAME,5021554001508,,4.99, GENERAL,,,,True
FISH4EVER WAKAME TUNA PATE,5034210522606,,3.59, GENERAL,,,,True
FISH4EVER TUNA FLAKES IN SPRING,5034210521913,,2.59, GENERAL,,,,True
LERIBE FILLETS OF ANCHOIVES,8410333002916,,4.49, GENERAL,,,,True
SOFRA ORANGE BLOSSOM,5060600882654,,1.99, GENERAL,,,,True
CLEARSPRING ORGANIC SUSHI RICE,5021554986362,,2.79, GENERAL,,,,True
TILDA BROWN BASMATI,5011157671222,,4.49, GENERAL,,,,True
KING SOBA ORGANIC BROWN RICE RAMEN,619286609069,,3.99, GENERAL,,,,True
AYTAC SEMOLINA FINE,5060108700399,,1.99, GENERAL,,,,True
BILLINGTON'S GOLDEN GRANULATED,5010651001559,,3.99, GENERAL,,,,True
TATE LYLE ICING SUGAR,5010115822362,,2.49, GENERAL,,,,True
BIONA ORGANIC RAPADURA SUGAR,5032722314344,,3.29, GENERAL,,,,True
BILLINGTON'S DEMERARA SUGAR,5010651001115,,2.49, GENERAL,,,,True
COCONUT MERCHANT ORG COCONUT SUGAR,7791400070566,,3.49, GENERAL,,,,True
CLEARSPRING SOBA SEMI WHOLEWHEAT NOODLE,5021554989011,,3.99, GENERAL,,,,True
KING SOBA BUCKWHEAT&SWEET POTATO NOODLES,619286609014,,2.99, GENERAL,,,,True
KING SOBA BROWN RICE &WAKAME NOODLES,619286609021,,2.99, GENERAL,,,,True
KING SOBA BLACK RICE NOODLES,619286609038,,3.19, GENERAL,,,,True
MAYA GOLD AGAVE SUGAR,8719324204675,,3.29, GENERAL,,,,True
UNION GAJAH MOUNTAIN WHOLEBEAN,5060035755233,,6.99, GENERAL,,,,True
UNION TIMANA CAFETIERE GRIND,5060035755103,,6.99, GENERAL,,,,True
UNION MARABA CAFETIERE GRIND,5060035755202,,6.99, GENERAL,,,,True
UNION BOBOLINK CAFETIERE GRIND,5060035756018,,7.49, GENERAL,,,,True
CAFE DIRECT MAHU PICCHU,5018190019202,,4.99, GENERAL,,,,True
CLIPPER PAPUA NEW GUINEA,5021991245558,,4.99, GENERAL,,,,True
CLEARSPRING ORG JAP MATCHA SENCHA,5021554003984,,13.99, GENERAL,,,,True
YOGI TEA ORG. WOMEN'S ENERGY,4012824402539,,2.99, GENERAL,,,,True
YOGI TEA WOMEN'S BALANCE,4012824401631,,2.99, GENERAL,,,,True
GREEK KEFALOTYRI 270 GR,5201415202354,,4.99,DAIRY,,,,True
MANOSAMA MANCHEGO&OLIVE,5060314480245,,2.99,CRISP&NUTS&SNACK,,,,True
HIPP FIRST INFANT MILK,4062300139008,,18.9, GENERAL,,,,True
HIPP FOLLOW ON MILK,4062300139060,,17.9, GENERAL,,,,True
HIPP BABY RICE ,4062300076938,,2.99, GENERAL,,,,True
BABEASE GARDEN VEGETABLE RISOTTO,5060454500414,,2.19, GENERAL,,,,True
BABEASE LENTIL & VEGETABLE BAKE,5060454500391,,2.19, GENERAL,,,,True
ELLA'S KITCHEN MANGOES PEARS PAPAYAS,5060107334786,,1.89, GENERAL,,,,True
ELLA'S KITCHEN APRICOT&BANAN BABY RICE,5060107331983,,1.89, GENERAL,,,,True
ELLA'S KITCHEN PURPLE ONE,5060107330139,,1.49, GENERAL,,,,True
ELLA'S KITCHEN APPLES,5060107332614,,1.59, GENERAL,,,,True
ELLA'S KITCHEN BANANAS,5060107332638,,1.59, GENERAL,,,,True
ELLA'S KITCHEN YELLOW ONE,5060503503298,,4.99, GENERAL,,,,True
CLEARSPRING APPLE,5021554981589,,2.19, GENERAL,,,,True
ORGANIC PEAR PUREE,5021554985266,,2.19, GENERAL,,,,True
RF BIONA APPLE APRICOT,5032722313323,,2.59, GENERAL,,,,True
EARTH FRIENDLY BABY ALOE VERA WET WIPES,5060062998030,,3.39, GENERAL,,,,True
EARTH FRIENDLY BABY MASSAGE OIL,5060062990362,,4.49, GENERAL,,,,True
BENTLEY ORGANIC BABY NAPPY BALM,843389000465,,10.99, GENERAL,,,,True
BENTLEY ORGANIC NIPPLE BALM,843389000557,,9.99, GENERAL,,,,True
BENTLEY ORGANIC BABY WASH,843389000298,,6.99, GENERAL,,,,True
EARTH FRIENDLY BABY LAVENDER BODY LOTION,5060062990324,,5.49, GENERAL,,,,True
ALOE DENT STRAWBERRY TOOTHPASTE,5029354005078,,3.99, GENERAL,,,,True
BIONA RICE CAKES YOGURT DIPPED,5032722316133,,1.99, GENERAL,,,,True
RW GARCIA EXCEPT THE BAGEL CRAKERS,5060142212834,,4.99, GENERAL,,,,True
AMISA QUINOA FIBRE PLUS,5032722314153,,1.99, GENERAL,,,,True
BIONA ORG SPELT PRETZEL,5032722313521,,3.19, GENERAL,,,,True
AMISA BASIL & TOMATO STICKS,5032722308930,,4.29, GENERAL,,,,True
FINN CRISP ORIGINAL SOURDOUGH RYE THINS,6410500090014,,1.99, GENERAL,,,,True
TFO CARROT&CORIANDER SOUP,5034124006506,,3.29, GENERAL,,,,True
.TFO RED PEPPER COCONUT SOUP,5034124006605,,3.99, GENERAL,,,,True
TFO SUPER GREEN SOUP,5034124005615,,3.29, GENERAL,,,,True
TFO TOMATO&RED PEPPER SOUP,5034124004533,,3.99, GENERAL,,,,True
TFO RED PEPPER & RISOTTO SOUP,5034124006643,,3.29, GENERAL,,,,True
TFO LENTIL&SPINACH SOUP,5034124006667,,3.29, GENERAL,,,,True
TFO SPICED PARSNIP SOUP,5034124005363,,4.49, GENERAL,,,,True
KING SOBA CLASSIC MISO RAMEN,619286834003,,2.59, GENERAL,,,,True
KING S. WH. MISO EDAMAME SOUP,619286801005,,3.79, GENERAL,,,,True
KING SOBA HEARTY RED MISO,619286803009,,3.49, GENERAL,,,,True
KING S. WH. MISO PUM. VEG. SOUP,619286802002,,3.79, GENERAL,,,,True
AMAIZIN COCONUT MILK,8718976017107,,2.19, GENERAL,,,,True
STRONG ROOTS THE KALE&QUINOA,5391528181056,,3.99, GENERAL,,,,True
BILLINGTON'S LIGHT MUSCOVADO,5010651001214,,2.09, GENERAL,,,,True
ARTISAN CASHEW NUT&CRANBERRY,5034444115230,,3.49, GENERAL,,,,True
AYTAC POMAGRANATE MOLALESS,735143007011,,2.99, GENERAL,,,,True
AMISA FALAFEL MIX,5032722313217,,2.69, GENERAL,,,,True
THE GINGER PARTY- MINCED GINGER,734027974012,,3.79, GENERAL,,,,True
BIONA GOMASIO SESAME CONDIMENT,5032722307728,,3.99, GENERAL,,,,True
KALLO VERY LOW SALT CHICKEN,5013665107538,,2.19, GENERAL,,,,True
TROPICAL W PINEAPPLE,5030131120136,,3.29, GENERAL,,,,True
BETTER THAN RICE,786471696200,,3.29, GENERAL,,,,True
LE PALUDIER CELTIC SEA SALT,3305041100625,,3.99, GENERAL,,,,True
HIMALAYAN ROSE PINK CRYSTAL,5032722309708,,2.99, GENERAL,,,,True
SHARPHAM PARK ORG PEARLED SPELT,5060130411744,,3.39, GENERAL,,,,True
MINDFUEL SUPER GREEN PROTEIN SOUP,4260439666031,,2.49, GENERAL,,,,True
MINDFUEL TOMATO BASIL SOUP,4260439666017,,2.49, GENERAL,,,,True
AYTAC BULGUR FINE,5060108700511,,1.99, GENERAL,,,,True
CLEARSPRING WIDE UDON,5021554989059,,3.69, GENERAL,,,,True
YAKSO EGG NOODLES,8718754500470,,2.99, GENERAL,,,,True
EXPLORE CUISINE MUNG BEAN ROTINI,7640164292229,,3.59, GENERAL,,,,True
EXPLORE CUISINE EDAMAME& SPIRULINA,7640164292892,,3.59, GENERAL,,,,True
ALARA FRUIT&NUT GLUTEN FREE MUESLI,5016786001891,,4.49, GENERAL,,,,True
ALARA CRISPY FRUIT MUESLI,5016786002294,,4.79, GENERAL,,,,True
ALARA FRUITS&SEEDS MUESLI,5016786001792,,4.49, GENERAL,,,,True
ALARA MUESLI SUPER FOODS,5016786002270,,4.49, GENERAL,,,,True
SHARPHAM PARK ORG SPELT PORRIDGE FLAKES,5060130411560,,3.39, GENERAL,,,,True
ALARA SCOTTISH OATS GLUTEN FREE,5016786000160,,4.59, GENERAL,,,,True
BIO&ME APPLE&CINNAMON GUT-LOVING PORRIDGE,5060853640056,,4.99, GENERAL,,,,True
ISLAND BAKERY SHORTBREAD,5060027070146,,3.19, GENERAL,,,,True
RHYTM VEGAN COCONUT CRUNCH,7640155340533,,3.49, GENERAL,,,,True
RHYTHM ALMOND BISCOTTI,7640155340526,,3.49, GENERAL,,,,True
SEGGIANO CACAO HAZELNUT BISCUITS,5033742001771,,5.99, GENERAL,,,,True
GOURMET PLANTAIN CHIPS,6006502100150,,1.39, GENERAL,,,,True
MR ORGANIC ORG BAKED BEANS,5060178070866,,1.89, GENERAL,,,,True
SUMA ORG ADUKI BEANS,5017601036814,,1.49, GENERAL,,,,True
SUMA ORG MIXED BEANS,5017601014164,,1.49, GENERAL,,,,True
BIONA FIVE BEAN SALAD,5032722317932,,1.99, GENERAL,,,,True
SUMA ORG PEAS,5017601042433,,1.99, GENERAL,,,,True
BIONA ORG SWEETCORN,5032722306622,,2.69, GENERAL,,,,True
CLEARSPRING ORG SWEETCORN,5021554004059,,2.49, GENERAL,,,,True
CLEARSPRING ORG CHICKPEAS,5021554989547,,1.69, GENERAL,,,,True
BIONA ORG CHICK PEAS IN TOMATI SAUCE,5032722317529,,2.49, GENERAL,,,,True
BIONA LUPIN BEANS,5032722316478,,2.59, GENERAL,,,,True
ORGANICO CAPERS ,5034210130153,,3.59, GENERAL,,,,True
MR ORGANIC CHERRY TOMATOES,5060178070156,,1.99, GENERAL,,,,True
MR ORGANIC CHOPPED TOMATOES,5060178070019,,1.59, GENERAL,,,,True
MR ORGANIC WHOLE PLUM,5060178070064,,1.59, GENERAL,,,,True
MR ORGANIC CHILLI&GARLIC PESTO,5060178071986,,3.49, GENERAL,,,,True
MR ORGANIC RED PEPPER PESTO,5060178071443,,3.49, GENERAL,,,,True
SEGGIANO CHILLI PASTE,5033742153500,,8.49, GENERAL,,,,True
BIONA ORG SUNFLOWER MAYO,5032722301955,,3.59, GENERAL,,,,True
SAUCE SHOP BUFFALO,702382999100,,3.79, GENERAL,,,,True
SAUCE SHOP KETCHUP,5060604010060,,3.79, GENERAL,,,,True
SAUCE SHOP BBQ,5060604010015,,3.79, GENERAL,,,,True
SAUCE SHOP CHILLI ,702382999179,,3.79, GENERAL,,,,True
HUNTER&GATHER %100 AVO OIL MAYO,604565083791,,4.99, GENERAL,,,,True
HUNTER&GATHER KETCHUP,604565349439,,3.89, GENERAL,,,,True
BIONA ORG TOMATO PUREE,5032722301061,,2.59, GENERAL,,,,True
SEGGIANO ORG SALSA,5033742001221,,3.29, GENERAL,,,,True
SEGGIANO ORG PASSATA,5033742002419,,3.59, GENERAL,,,,True
BIONA GLAZE BALSAMIC VINEGAR,5032722314047,,4.49, GENERAL,,,,True
RAYNER'S ORG RED VINE VINEGAR,5019998632426,,3.29, GENERAL,,,,True
RAYNER'S WHITE WINE VINEGAR,5019998632419,,3.29, GENERAL,,,,True
MR ORGANIC ORG APPLE CIDER VINEGAR,5060178072969,,3.49, GENERAL,,,,True
RAYNER'S ORG COCONUT VINEGAR,5019998632440,,4.19, GENERAL,,,,True
ORGANICO GLAZE BALSAMIC VINEGAR,5034210210176,,4.99, GENERAL,,,,True
SEGGIANO SUPER DENSE CHILLI VINEGAR,5033742001016,,9.99, GENERAL,,,,True
SEGGIANO SUPER DENSE FIG,5033742002297,,9.99, GENERAL,,,,True
ASPALL ORGANIC RED VINE VINEGAR,5012845032202,,2.79, GENERAL,,,,True
ASPALL ORGANIC CYDER VINEGAR,5012845032608,,2.29, GENERAL,,,,True
COCONUT MERCHANT COCONUT OIL,779140006516,,6.99, GENERAL,,,,True
CLEARSPRING ORG TOASTED SESAME OIL,5021554982432,,7.99, GENERAL,,,,True
LUNAIO GARLIC ORG OIL,5033742000620,,11.49, GENERAL,,,,True
LUNAIO MANDARIN OIL,5033742000453,,11.49, GENERAL,,,,True
MR ORGANIC ORG EXTRAVIRGIN OLIVE OIL,5060178070828,,12.99, GENERAL,,,,True
LARISSA EXTRAVIRGIN OLIVE OIL,5060315114187,,5.99, GENERAL,,,,True
MOKHADO AVOCADO EXTRA VIRGIN OIL,799439110502,,6.49, GENERAL,,,,True
BIONA ORG HEMP SEED OIL,5032722301269,,7.49, GENERAL,,,,True
BIONA ORG PUMPKIN SEED OIL,5032722317239,,8.69, GENERAL,,,,True
PIP&NUT SMOOTH PEANUT BUTTER,5060367180017,,2.49, GENERAL,,,,True
PIP&NUT COCONUT ALMOND BUTTER,5060367180055,,4.49, GENERAL,,,,True
PIP&NUT CRUNCHY ALMOND BUTTER,5060367180468,,4.49, GENERAL,,,,True
MANILIFE PEANUT BUTTER RICH COCOA,5060560280675,,4.49, GENERAL,,,,True
W EARTH ORGANIC CRUNCHY PEANUT,5011835101225,,3.69, GENERAL,,,,True
BIONA ORG PUMPKIN SEED BUTTER,5032722313910,,4.19, GENERAL,,,,True
SUNITA 4 NUT BUTTER,5018076001253,,3.99, GENERAL,,,,True
BIONA DUO COCOA HAZEL,5032722316041,,5.79, GENERAL,,,,True
DIABLO NO ADDED SUGAR DIO HAZELNUT,5060309490488,,3.99, GENERAL,,,,True
CLEARSPRING ORG BLUBERRY SPREAD,5021554001416,,3.99, GENERAL,,,,True
ST DALFOUR STRAWBERRY,5014271400426,,3.79, GENERAL,,,,True
ST DALFOUR FIG ROYALE,5014271794013,,3.79, GENERAL,,,,True
COCO FINA HAZELNUT CHOCOLATE SPREAD,5060118261316,,5.39, GENERAL,,,,True
STUTE FINE CUT ORANGE,4006424022686,,3.69, GENERAL,,,,True
SEGGIANO FIG JAM,5033742001887,,6.99, GENERAL,,,,True
SEGGIANO SMOOTH HAZELNUT&CACAO SPREAD,5033742002396,,6.69, GENERAL,,,,True
SEGGIANO DARK CACAO SPREAD,5033742000996,,6.69, GENERAL,,,,True
SEGGIANO CRUNCHY HAZELNUNT SPREAD,5033742001917,,5.99, GENERAL,,,,True
HILTOP ORGANIC BLOSSOM HONEY,5060298570215,,4.99, GENERAL,,,,True
HILTOP LIMEFLOWER HONEY,5060298570208,,4.99, GENERAL,,,,True
HILLTOP ACACIA HONEY,5060298570185,,4.99, GENERAL,,,,True
HILLTOP URUGUAYAN HONEY,5060298570789,,4.39, GENERAL,,,,True
ULMO BLOSSOM HONEY,5018190001023,,5.99, GENERAL,,,,True
EQUAL EXCHANGE CLEAR HONEY,5018190001146,,5.99, GENERAL,,,,True
SEGGIANO WILD THYME HONEY,5033742000279,,11.99, GENERAL,,,,True
SEGGIANO ORANGE BLOSSOM HONEY,5033742000583,,11.99, GENERAL,,,,True
AYTAC MULBERRY MOLALESS,8680789520986,,2.99, GENERAL,,,,True
CLEARSPRING BARLEY MALT SYRUP,5021554004387,,3.99, GENERAL,,,,True
CLEARSPRING BARLEY MALT SYRUP,5021554984559,,3.59, GENERAL,,,,True
CLEARSPRING COCONUT BLOSSOM SYRUP,5021554004448,,5.39, GENERAL,,,,True
CLEARSPRING RICE MALT SYRUP,5021554984511,,3.69, GENERAL,,,,True
BIONA AGAVE LIGHT AMBER,5032722313156,,6.99, GENERAL,,,,True
BIONA CARAMEL AGAVE SYRUP,5032722313446,,4.89, GENERAL,,,,True
CLF BIONA ORG KIMCHI,5032722315334,,4.59, GENERAL,,,,True
RF COOKS&CO,5060016800150,,3.49, GENERAL,,,,True
YAREN CUCUMBER PICKLES ,8691804000468,,2.49, GENERAL,,,,True
YAREN JALAPENO PICKLE,8691804002400,,2.49, GENERAL,,,,True
YAREN HOT PEPPER PICKLES,8691804003193,,2.49, GENERAL,,,,True
CLF COOKS&CO RED CHILLI ,5060016800815,,2.29, GENERAL,,,,True
MANI GREEN & KALAMATA OLIVES,5202423133197,,3.99, GENERAL,,,,True
CYPRESSA GARLIC HERBS OLIVE,5000362211163,,1.99, GENERAL,,,,True
CYPRESSA OLIVES PIMENTO STUFFED,5000362201102,,2.29, GENERAL,,,,True
RHYTHM DARK COCOA ORANGE,7640155340823,,5.39, GENERAL,,,,True
RHYTM VEGAN HAZELNUT TRUFFLE,7640155340786,,5.39, GENERAL,,,,True
TONYS SEA SALT MILK CARAMEL,8717677339938,,4.99, GENERAL,,,,True
TONY'S %70 DARK ,8717677339990,,4.99, GENERAL,,,,True
CONSCIOUS THE DARK SIDE 85%,5060153351409,,3.19, GENERAL,,,,True
RAW SALTED VANOFFEE,5060135242831,,4.99, GENERAL,,,,True
RAW SALTY CHOCOLATE HAZELNUTS,5060135243623,,4.99, GENERAL,,,,True
RAW DARK CHOCOLATE GINGER ,5060135241773,,4.99, GENERAL,,,,True
OMBAR RASPBERRY&COCONUT,5060102662198,,4.39, GENERAL,,,,True
OMBAR STRAWBERRY,5060102661085,,2.29, GENERAL,,,,True
OMBAR HAZELNUT TRUFFLE,5060102662266,,2.29, GENERAL,,,,True
BIONA COOL COLA BOTTLES,5032722306356,,2.69, GENERAL,,,,True
AYTAC ROASTED CHICKPEA,5060315113159,,1.29, GENERAL,,,,True
AYTAC APRICOT KERNEL SEEDS,5060574021318,,2.59, GENERAL,,,,True
AYTAC PISTACHIO KERNELS,5060574021820,,3.49, GENERAL,,,,True
AYTAC PISTACHIO,5060315113104,,3.99, GENERAL,,,,True
AYTAC ROASTED SALTED PISTACHIO,5060315113111,,3.59, GENERAL,,,,True
MERAY CASHEWKERNE,4251032609594,,5.99, GENERAL,,,,True
JW PEAR,5020934000117,,4.79, GENERAL,,,,True
JW TOMATO,5020934000643,,4.99, GENERAL,,,,True
JW APPLE,5020934000100,,4.99, GENERAL,,,,True
AQUA MINERAL 1.5LT,5942326400049,,1.99, GENERAL,,,,True
AQUA MINERAL 1.5LT,5942326400025,,1.49, GENERAL,,,,True
AQUA SPARKLING,5942326400223,,0.99, GENERAL,,,,True
DELPHI BLACK OLIVE HOUMOUS,5018811000947,,1.49,DAIRY,,,,True
MANOSAMA CHILLI&HONEY,5060314480375,,2.99,CRISP&NUTS&SNACK,,,,True
AYTAC GREENFIELDS GROUND CUMMIN,5027906010860,,1.99,GROCERY,,,,True
AYTAC GREENFIELDS GROUND CINNAMON,5027906010686,,1.99,GROCERY,,,,True
MANOMASA TOMATILLI SALSA,5060314480238,,2.99, GENERAL,,,,True
BOOJA BOOJA HUNKY CHOCOLATE,5060002041178,,5.99, GENERAL,,,,True
LAPP STAR CIATELLA,5060594060007,,7.39, GENERAL,,,,True
LAPP CHOCOLAT NOISETTE,5060594060021,,7.39, GENERAL,,,,True
BEAU'S RASPBERRY GELATO,5060635230055,,6.19, GENERAL,,,,True
BEAU'S MINT CHOC CHIP GELATO,5060635230086,,6.19, GENERAL,,,,True
BEAU'S PISTACHIO GELATO,5060635230079,,6.19, GENERAL,,,,True
BEAU'S CHOCOLATE CHIP GELATO,5060635230161,,6.19, GENERAL,,,,True
JUDE'S SALTED CARAMEL,5060081113759,,5.19, GENERAL,,,,True
JUDE'S VANILLA CLOTTED CREAM,5060081113735,,5.19, GENERAL,,,,True
NATURAL COOL APRICOTS,4026813420145,,4.99, GENERAL,,,,True
STRONG ROOTS SWEET POT HASH BROWN,5391528181100,,3.99, GENERAL,,,,True
STRONG ROOTS CAULIFLOWER HASH BROWN,5391528180271,,4.59, GENERAL,,,,True
STRONG ROOTS MIXED VEG FRIES,5391528180127,,4.29, GENERAL,,,,True
BOA VIDA ACAI,799439196544,,6.99, GENERAL,,,,True
MOVING MOUNTAINS PLANT BASED MINCE,5060728270272,,4.19, GENERAL,,,,True
MOVING MOUNTAINS PLANT FISH FINGERS,5060728270395,,3.99, GENERAL,,,,True
GRIDDLE VEGAN WAFFLE,5060632490049,,3.99, GENERAL,,,,True
STRONG ROOTS SPINACH BITES,5391528180363,,4.59, GENERAL,,,,True
TIVALL COCKTAIL SAUSAGES,7290112969347,,3.99, GENERAL,,,,True
BONE BROTH BROS DUCK,5060789930023,,13.29, GENERAL,,,,True
THEO'S FILO PASTRY,5017522000017,,2.99, GENERAL,,,,True
DORSET PASTRY PUFF,5060059980017,,6.39, GENERAL,,,,True
WHOLE CREATIONS GARLIC BAUGETTE,5060273440441,,2.79, GENERAL,,,,True
FRY'S FALAFEL BURGER,6005207001199,,4.39, GENERAL,,,,True
NATURAL COOL PEAS,4026813020031,,4.19, GENERAL,,,,True
NATURAL COOL PEAS & BABY CARROTS,4026813000194,,2.89, GENERAL,,,,True
NATURAL COOL CUT GREEN BEANS,4026813020024,,2.99, GENERAL,,,,True
NATURAL COOL CURLY KALE,4026813000118,,2.99, GENERAL,,,,True
NATURAL COOL SWEETCORN,4026813020048,,3.99,FROZEN,,,,True
FENTIMANS ROSE LEMONADE 275ML,5029396738576,,2.29, GENERAL,,,,True
CLEARSPRING TAMARI PUMPKIN,5021554987567,,1.99, GENERAL,,,,True
CLEARSPRING TERIYAKI SAUCE,5021554984375,,4.99, GENERAL,,,,True
BOROUGH BEEF BROTH,796890584675,,5.99, GENERAL,,,,True
CN BOROUGH ORG TONKATSU BROTH,5060651990193,,4.59, GENERAL,,,,True
BOROUGH CHICKEN BROTH,796890584682,,5.99, GENERAL,,,,True
BOROUGH PHO BROTH,796890584712,,4.99, GENERAL,,,,True
BOROUGH MISO BROTH,700461929260,,4.49, GENERAL,,,,True
BOROUGH ORG LAMB BROTH,700461929208,,4.99, GENERAL,,,,True
TIDEFORD APRICOT CHILLI SOUP,5034124003598,,3.99, GENERAL,,,,True
DEL ELLA SMOKY SWEETCORN SOUP,5060482841237,,4.29, GENERAL,,,,True
DEL ELLA SUPER GREENS SOUP,5060482841220,,4.29, GENERAL,,,,True
FIID CHANA MASALA,5391530980180,,3.99, GENERAL,,,,True
FIID LENTIL SWEET POTATO CURRY,5391530980166,,4.99, GENERAL,,,,True
FIID SUNDRIED TOMATO LENTIL RAGO,5391530980043,,4.49, GENERAL,,,,True
FIID CHICKPEA COCONUT CURRY,5391530980210,,4.49, GENERAL,,,,True
SOUPOLOGIE TUMERIC NOODLE BROTH,5060307412444,,3.29, GENERAL,,,,True
